uuid,date,time,IP,6,7,8,location,log_class,type,radio,vap,client_mac,client_ip,client_ip6,identity,aid
a38a1828-03cc-4b0c-9c41-10e6d7263d48,7/31/2023,17:50:10,172.17.30.32,16,6,1690825811,Basalt,events,8021x_eap_success,'1','0','a0:78:17:a6:19:3c','0.0.0.0',,cstranger,'496251103'
7e6f1613-51e2-4244-b891-dfce40e48c87,7/31/2023,18:44:37,172.17.10.37,16,6,1690829077,Boulder,events,8021x_eap_success,'1','4','14:7d:da:0b:bb:33','0.0.0.0',,hhouse,'1297152833'
26aa45c3-bae0-41c2-9e34-fb9c5de54ad4,7/31/2023,19:27:47,172.17.30.35,16,6,1690831668,Basalt,events,8021x_eap_success,'1','0','3c:06:30:43:14:fd','0.0.0.0',,bprovo.contractor,'1325737501'
6b0fbe22-84c6-4bac-a591-8067b1f16510,7/31/2023,19:48:11,172.17.10.39,16,6,1690832891,Boulder,events,8021x_eap_success,'1','4','1c:99:57:d8:6d:37',,,dbreight,'1957395970'
774a1710-7020-4a59-ad17-019a58e8c446,7/31/2023,19:56:47,172.17.10.31,16,6,1690833408,Boulder,events,8021x_eap_success,'1','4','48:89:e7:fe:4e:b7','172.16.11.182',,jrea,'1460692082'
3dd8e97b-c5d6-48e5-9727-5c27959643b3,8/1/2023,0:03:36,172.17.10.38,16,6,1690848216,Boulder,events,8021x_eap_success,'1','4','50:ed:3c:41:4e:fc',,,lwright,'1466383737'
fd1b3b87-3b95-4e5f-b852-498dee3da459,8/1/2023,0:15:49,172.17.30.38,16,6,1690848949,Basalt,events,8021x_eap_success,'1','0','38:87:d5:0c:63:cc','0.0.0.0',,rlaemel,'1303932404'
a39d140f-cb05-48f2-81fe-dffbc4566805,8/1/2023,0:45:30,172.17.30.37,16,6,1690850730,Basalt,events,8021x_eap_success,'1','0','18:cc:18:78:97:36','0.0.0.0',,kbrehm,'648555647'
93e14743-ce89-49bd-a22d-b5fe8943c428,8/1/2023,1:24:36,172.17.30.38,16,6,1690853076,Basalt,events,8021x_eap_success,'1','0','7a:da:8a:5b:6b:21','172.16.30.189',,mabramczyk,'634134440'
06eb88dd-fdf4-4a8d-bf8e-bf52a2045660,8/1/2023,2:00:55,172.17.70.32,16,6,1690855255,Washington D.C.,events,8021x_eap_success,'1','3','1c:c1:0c:57:7f:fb','172.16.70.113','2600:381:9408:ec6b:7cef:615d:7d4f:543c',wyau,'1137977942'
af40f709-4f09-4bfe-979b-d47d4318188a,8/1/2023,10:43:33,172.17.30.35,16,6,1690886614,Basalt,events,8021x_eap_success,'1','0','20:78:f0:42:97:ae','0.0.0.0',,eyoung,'60742735'
7598930b-4bcd-4fd2-aa09-c7593d5243cb,8/1/2023,11:06:23,172.17.70.30,16,6,1690887984,Washington D.C.,events,8021x_eap_success,'1','3','7e:3a:13:43:92:81','0.0.0.0',,ekornbluh,'40220329'
817a0677-4099-49c0-ae1d-693c68f81095,8/1/2023,11:41:56,172.17.70.30,16,6,1690890117,Washington D.C.,events,8021x_eap_success,'1','3','f2:2c:94:d6:54:1b','0.0.0.0',,tconway,'2127945918'
2bc4ba5c-4af5-4fe3-8b0b-5757ad08ccc3,8/1/2023,11:52:40,172.17.60.33,16,6,1690890761,New York City,events,8021x_eap_success,'1','3','18:cc:18:79:28:13',,,mrabbani,'979769228'
ea472811-f95d-4bb4-a421-1088b4c37fe2,8/1/2023,12:32:41,172.17.70.32,16,6,1690893161,Washington D.C.,events,8021x_eap_success,'1','3','da:1f:cd:52:6e:d0',,,slamonaca,'2106238027'
86cd95dc-e330-45d5-af3b-29ffb4100745,8/1/2023,12:33:26,172.17.70.30,16,6,1690893206,Washington D.C.,events,8021x_eap_success,'1','3','ac:74:b1:c7:63:5c','0.0.0.0',,tomwhite,'2038606793'
ac4e54ba-89f4-4dc5-8714-855f9b6bf6dd,8/1/2023,12:34:03,172.17.60.30,16,6,1690893243,New York City,events,8021x_eap_success,'1','3','38:87:d5:0b:3b:64',,,jfallurin,'255472555'
ff955f25-2f3c-41b1-8231-34ef4b7bbd9a,8/1/2023,12:34:57,172.17.70.30,16,6,1690893297,Washington D.C.,events,8021x_eap_success,'1','3','3c:06:30:1e:79:52','0.0.0.0',,nhalterman,'1125681740'
7315e4b2-6009-4baf-930f-9a9a27b4bbb5,8/1/2023,12:38:28,172.17.60.30,16,6,1690893508,New York City,events,8021x_eap_success,'1','3','bc:d0:74:ef:6c:73',,,asonaike,'1677243608'
a1d7431a-7aeb-4488-bbbc-5a7578cd62dc,8/1/2023,12:41:45,172.17.70.33,16,6,1690893705,Washington D.C.,events,8021x_eap_success,'1','3','a8:7e:ea:64:dd:f9',,,rkahsar,'1165686866'
e513bb2f-2b6a-4cad-9b29-e168dab8a10f,8/1/2023,12:42:01,172.17.70.30,16,6,1690893722,Washington D.C.,events,8021x_eap_success,'1','3','a0:29:42:af:b9:91','0.0.0.0',,emarchan,'648687731'
8fba5361-ace7-45e9-8ce0-63c496600b10,8/1/2023,12:42:31,172.17.70.30,16,6,1690893751,Washington D.C.,events,8021x_eap_success,'1','3','fc:44:82:dd:7a:89','0.0.0.0',,pmolloy,'1205859163'
7ba6d4d7-f328-4652-9a11-a5ff9278ed77,8/1/2023,12:49:20,172.17.60.30,16,6,1690894160,New York City,events,8021x_eap_success,'1','3','b0:be:83:07:82:f6',,,njanzow,'1355308714'
e29a7ae9-1228-415b-97ce-4801f501c6d3,8/1/2023,12:54:22,172.17.70.30,16,6,1690894463,Washington D.C.,events,8021x_eap_success,'1','3','0c:9a:3c:8f:e0:2b','0.0.0.0',,bohanlon,'1298067786'
f0e184b1-1ff3-469f-9904-c82d46b7f37d,8/1/2023,12:55:29,172.17.60.32,16,6,1690894529,New York City,events,8021x_eap_success,'1','3','ac:c9:06:01:e5:0c',,,eessa,'1517353144'
052933b5-6c54-4aee-80ce-df502df4eb8a,8/1/2023,12:56:46,172.17.60.33,16,6,1690894607,New York City,events,8021x_eap_success,'1','3','a0:78:17:7e:dc:2d',,,jaslin.aguirre,'415066247'
2410e322-5c2f-4925-9340-a07d94a81685,8/1/2023,12:57:45,172.17.60.30,16,6,1690894665,New York City,events,8021x_eap_success,'1','3','cc:08:fa:5c:dc:7f',,,daan.walter,'1466319344'
8251019c-4028-4782-92d1-5566d6fac527,8/1/2023,13:00:23,172.17.70.30,16,6,1690894824,Washington D.C.,events,8021x_eap_success,'1','3','84:14:4d:8a:c0:dc','0.0.0.0',,egarland,'1229111463'
d610cbf4-a4cc-49f6-9f6e-d5592b9a25af,8/1/2023,13:10:30,172.17.60.30,16,6,1690895431,New York City,events,8021x_eap_success,'1','3','80:65:7c:e1:6e:0f',,,jchiu,'67168801'
a4e293fe-03b6-457c-87b9-68a489b1f907,8/1/2023,13:15:43,172.17.60.30,16,6,1690895743,New York City,events,8021x_eap_success,'1','3','1c:57:dc:6f:b6:9d',,,mfreed,'773125777'
861ad496-f792-4b57-b317-b21c18a68b01,8/1/2023,13:27:17,172.17.60.30,16,6,1690896438,New York City,events,8021x_eap_success,'1','3','b0:be:83:78:c2:1a',,,bli,'71803181'
5651e7ec-eb48-459c-9579-ce1d1057bc86,8/1/2023,13:28:50,172.17.60.33,16,6,1690896531,New York City,events,8021x_eap_success,'1','3','6e:31:34:29:e8:a1',,,azetkulic,'213050368'
4b8432ff-b8d7-46b5-a66c-be690a6fe8f8,8/1/2023,13:30:09,172.17.70.30,16,6,1690896609,Washington D.C.,events,8021x_eap_success,'1','3','a0:29:42:b0:75:6b','0.0.0.0',,tyler.fitch,'1822268586'
0f604f3f-c53c-4a6f-80b8-9336953cb706,8/1/2023,13:30:42,172.17.60.30,16,6,1690896642,New York City,events,8021x_eap_success,'1','3','fc:e2:6c:0c:d8:23',,,akahn,'1053098448'
019a1039-d3ea-4f6f-91ba-109cad23045f,8/1/2023,13:31:08,172.17.60.32,16,6,1690896669,New York City,events,8021x_eap_success,'1','3','fc:e2:6c:06:01:c4',,,zlittle,'1276889119'
1c0320e9-1516-428b-80db-9a5f09f6ea9a,8/1/2023,13:35:43,172.17.10.35,16,6,1690896943,Boulder,events,8021x_eap_success,'1','4','80:45:dd:35:48:14','0.0.0.0',,jkubancik,'1375161541'
5c040043-9ccc-48d5-b110-cc7466cee99c,8/1/2023,13:47:46,172.17.10.31,16,6,1690897667,Boulder,events,8021x_eap_success,'1','4','1c:57:dc:6c:82:21','0.0.0.0',,cwayner,'43192158'
2cd47a5e-cd4a-47bb-888c-a114b31bac8e,8/1/2023,13:57:49,172.17.70.31,16,6,1690898269,Washington D.C.,events,8021x_eap_success,'1','3','56:f3:51:2f:27:ed','0.0.0.0',,ksiegner,'2104759699'
98841abe-6fba-4021-a79f-9e5600f06435,8/1/2023,13:58:06,172.17.10.31,16,6,1690898286,Boulder,events,8021x_eap_success,'1','4','a0:78:17:83:76:f8','0.0.0.0',,sflandrick,'2127005129'
4a9dbcd7-7b7e-473d-89a6-547fdc46814f,8/1/2023,13:59:40,172.17.30.41,16,6,1690898381,Basalt,events,8021x_eap_success,'1','0','3c:58:c2:cb:7a:69','0.0.0.0',,shopkins,'590008106'
fb558582-e916-4fc8-8346-f7ab1f92c0a9,8/1/2023,13:59:44,172.17.10.31,16,6,1690898384,Boulder,events,8021x_eap_success,'1','4','1c:91:80:b9:b0:29','0.0.0.0',,cgamage,'356247935'
c249eee7-5606-42e8-8dda-e0d671a5e9eb,8/1/2023,14:03:43,172.17.10.40,16,6,1690898624,Boulder,events,8021x_eap_success,'1','4','9c:29:76:5e:ce:46','0.0.0.0',,pbukirwa,'1687705185'
b3ec2bbd-4a96-4712-abb5-aae284f3ee47,8/1/2023,14:07:47,172.17.30.34,16,6,1690898868,Basalt,events,8021x_eap_success,'1','0','4a:0e:1c:1e:dd:30','0.0.0.0',,aaston,'1399128220'
6cdd7ce4-eeb6-401d-8939-3ddec633e0d8,8/1/2023,14:07:50,172.17.30.34,16,6,1690898871,Basalt,events,8021x_eap_success,'1','0','9c:3e:53:7c:11:fa','0.0.0.0',,caroline.bennett,'41401285'
191a0e59-2666-4a37-a1c5-4cb9638cdc3b,8/1/2023,14:08:22,172.17.30.34,16,6,1690898903,Basalt,events,8021x_eap_success,'1','0','3c:06:30:42:f2:61','0.0.0.0',,mgantman,'534369624'
c4561d30-45be-4eca-ae41-c30fecacd874,8/1/2023,14:09:31,172.17.30.34,16,6,1690898971,Basalt,events,8021x_eap_success,'1','0','0e:e4:0d:2e:75:0a','0.0.0.0',,acuadra,'1784514018'
cd1fd35e-8a7c-41bf-86b8-4920023aa3db,8/1/2023,14:17:49,172.17.30.34,16,6,1690899470,Basalt,events,8021x_eap_success,'1','0','14:7d:da:d1:12:61','0.0.0.0',,genlillis,'785601990'
ca5f08d7-359b-41ea-8ba1-46a1a0c02cdd,8/1/2023,14:21:42,172.17.10.41,16,6,1690899703,Boulder,events,8021x_eap_success,'1','4','80:65:7c:f1:fe:74','0.0.0.0',,mdyson,'477946241'
fa0e12c2-df18-41fe-8044-9c80c4c2261a,8/1/2023,14:26:29,172.17.30.34,16,6,1690899990,Basalt,events,8021x_eap_success,'1','0','3c:22:fb:16:1f:dd','0.0.0.0',,dhussin,'121813854'
1ad2b523-38c3-4e57-9e76-28edc8e76678,8/1/2023,14:26:30,172.17.60.30,16,6,1690899991,New York City,events,8021x_eap_success,'1','3','84:14:4d:8a:89:7d','172.16.60.229',,sbhat,'873157450'
02e22509-7f4e-4570-8a71-ea7283085730,8/1/2023,14:27:49,172.17.30.34,16,6,1690900069,Basalt,events,8021x_eap_success,'1','0','3c:06:30:44:3c:9b','0.0.0.0',,pmuttoo,'2015186181'
b546d2ea-b576-4669-9ad5-f1537c8d0b80,8/1/2023,14:28:03,172.17.30.35,16,6,1690900084,Basalt,events,8021x_eap_success,'1','0','38:87:d5:0c:fc:1a','0.0.0.0',,cpede,'569995303'
386b943e-60b4-49df-8f71-d2451cc4ae96,8/1/2023,14:30:15,172.17.30.34,16,6,1690900215,Basalt,events,8021x_eap_success,'1','0','36:65:3b:1b:e5:01','0.0.0.0',,mweir,'1287566139'
636fc629-db69-4a3b-95ba-db27e41db027,8/1/2023,14:30:24,172.17.10.30,16,6,1690900224,Boulder,events,8021x_eap_success,'1','4','a0:78:17:82:8a:89','0.0.0.0',,bbridgeland,'2112685295'
65cef3ce-bf6b-402d-95a3-258b4c3bce8f,8/1/2023,14:30:48,172.17.30.38,16,6,1690900248,Basalt,events,8021x_eap_success,'1','0','ac:c9:06:04:ed:6c','0.0.0.0',,hannah.perkins,'358106335'
2f774edc-4147-4ef6-af48-31f3706d9d68,8/1/2023,14:32:01,172.17.60.30,16,6,1690900322,New York City,events,8021x_eap_success,'1','3','0a:8d:f3:fd:ac:23',,,xhu,'1158884038'
3c7bd160-fb00-47a1-8df6-951db895657c,8/1/2023,14:35:06,172.17.30.34,16,6,1690900507,Basalt,events,8021x_eap_success,'1','0','b4:fa:48:e1:5a:e9','0.0.0.0',,elong,'373110147'
3ee07f52-5b76-45e1-99a2-610290be60b3,8/1/2023,14:35:16,172.17.30.34,16,6,1690900517,Basalt,events,8021x_eap_success,'1','0','3c:06:30:14:db:1f','0.0.0.0',,shughes,'1707636307'
2c723431-f40b-423e-8203-c88568492046,8/1/2023,14:36:47,172.17.30.34,16,6,1690900607,Basalt,events,8021x_eap_success,'1','0','9c:3e:53:7c:bc:51','0.0.0.0',,dslanger,'1632864433'
679a9490-8610-411c-a755-192a6fa98739,8/1/2023,14:40:34,172.17.70.32,16,6,1690900834,Washington D.C.,events,8021x_eap_success,'1','3','b0:be:83:7f:0d:38',,,jfonteles,'1962797328'
c4bffcff-4b2a-4d90-bc77-b472a2c58869,8/1/2023,14:45:15,172.17.30.34,16,6,1690901115,Basalt,events,8021x_eap_success,'1','0','a8:8f:d9:59:83:94','0.0.0.0',,jsriram,'1444219614'
4bef72ab-ff76-4bec-bc3d-71db3964cead,8/1/2023,14:45:21,172.17.10.33,16,6,1690901122,Boulder,events,8021x_eap_success,'1','4','30:24:32:5a:75:cb','0.0.0.0',,julian.florez,'1986248122'
109c0c19-c059-4802-8681-a6ac6f880a56,8/1/2023,14:48:49,172.17.10.33,16,6,1690901329,Boulder,events,8021x_eap_success,'1','4','8c:1d:96:85:34:4b','0.0.0.0',,jkorn,'1436774884'
89d4d5d2-517b-41ad-98df-2fcc91cdde77,8/1/2023,14:55:48,172.17.10.37,16,6,1690901749,Boulder,events,8021x_eap_success,'1','4','3c:06:30:42:22:50','0.0.0.0',,bbendix,'1505460705'
cdc4b347-2edf-4f58-9a52-bcc0577e2bfc,8/1/2023,14:58:20,172.17.10.33,16,6,1690901900,Boulder,events,8021x_eap_success,'1','4','58:6c:25:5b:1a:e4','0.0.0.0',,watkinson,'255747121'
9cee44fa-cbcc-4c0a-a5e9-87fd53827f79,8/1/2023,14:58:45,172.17.10.31,16,6,1690901925,Boulder,events,8021x_eap_success,'1','4','a8:8f:d9:48:b1:13','0.0.0.0',,kmulvaney,'230762132'
750c037a-71a6-4f8e-8af7-08c7dae5ec35,8/1/2023,15:01:10,172.17.10.33,16,6,1690902071,Boulder,events,8021x_eap_success,'1','4','80:45:dd:35:52:23','0.0.0.0',,bgrunwald,'249356905'
d2f276f6-0cfb-434b-910f-846ad4e4ec18,8/1/2023,15:01:46,172.17.80.11,16,6,1690902107,Oakland,events,8021x_eap_success,'0','2','ea:ff:aa:46:d1:79',,,jamie.holmstrom,'37205651'
2e58b55e-8480-4f24-917a-ed54d5363d28,8/1/2023,15:06:24,172.17.30.35,16,6,1690902384,Basalt,events,8021x_eap_success,'1','0','a8:7e:ea:64:ef:1a','0.0.0.0',,hmaglione,'738599016'
e70979bd-a101-4e73-ad95-92f9c7a7c41f,8/1/2023,15:18:40,172.17.30.35,16,6,1690903120,Basalt,events,8021x_eap_success,'1','0','3c:a6:f6:49:65:d9','0.0.0.0',,nleonard,'1375750620'
da282662-5c57-48ca-b9e3-937cc8d7d045,8/1/2023,15:27:12,172.17.10.40,16,6,1690903632,Boulder,events,8021x_eap_success,'1','4','80:65:7c:dd:90:69','0.0.0.0',,jsward,'89063934'
b6359629-e007-4d35-b612-394f4c24ae26,8/1/2023,15:27:13,172.17.10.37,16,6,1690903634,Boulder,events,8021x_eap_success,'1','4','a0:78:17:a7:75:7b','0.0.0.0',,cteplin,'5806259'
adf41809-3434-4684-bb9c-8a0d59750811,8/1/2023,15:28:46,172.17.30.36,16,6,1690903727,Basalt,events,8021x_eap_success,'1','0','3c:22:fb:b4:1a:6d','0.0.0.0',,bafter,'348305426'
6c6525e2-f0dd-4006-a5f7-cf198b0edb1f,8/1/2023,15:28:53,172.17.10.31,16,6,1690903733,Boulder,events,8021x_eap_success,'1','4','a4:cf:99:62:49:c7','0.0.0.0',,cfong,'1220001723'
02ef4fb2-9005-4852-a936-39c01282cd5a,8/1/2023,15:46:36,172.17.80.10,16,6,1690904797,Oakland,events,8021x_eap_success,'0','2','8c:f8:c5:9d:2d:12',,,mmooney,'1682866314'
058d626d-c558-49c0-871e-66ae94cf398c,8/1/2023,15:49:41,172.17.30.40,16,6,1690904981,Basalt,events,8021x_eap_success,'1','0','a0:78:17:a6:19:3c','0.0.0.0',,cstranger,'685850091'
30a09b0d-2347-45cf-a0ce-d60047fecc4e,8/1/2023,15:51:51,172.17.10.31,16,6,1690905111,Boulder,events,8021x_eap_success,'1','4','14:7d:da:bf:2f:66','0.0.0.0',,gwilson,'1901211824'
67d1235b-4021-42e5-ba94-e125e7a22c5c,8/1/2023,16:04:24,172.17.10.36,16,6,1690905865,Boulder,events,8021x_eap_success,'1','4','38:87:d5:0b:db:4b','0.0.0.0',,pkeuhn,'1546793499'
a8513d29-ad1b-4188-9ba1-1fb26b2a7985,8/1/2023,16:08:17,172.17.70.33,16,6,1690906097,Washington D.C.,events,8021x_eap_success,'1','3','fc:e2:6c:11:f9:4c',,,dkhannan,'216538797'
687bd87a-4889-4d68-9b34-41fdebe8674f,8/1/2023,16:17:32,172.17.10.32,16,6,1690906653,Boulder,events,8021x_eap_success,'1','4','80:65:7c:e0:28:63','0.0.0.0',,steelucksingh,'2104270387'
ad43e756-78c2-415d-b67d-cb21664c1dc0,8/1/2023,16:32:40,172.17.30.34,16,6,1690907561,Basalt,events,8021x_eap_success,'1','0','1c:91:80:ba:41:52','0.0.0.0',,lstone,'1003512661'
aff2e990-7bff-4f26-bca6-3ef834c89141,8/1/2023,16:36:55,172.17.30.35,16,6,1690907815,Basalt,events,8021x_eap_success,'1','0','3c:22:fb:16:3a:12','0.0.0.0',,aldine.francois,'1321222180'
e3354b12-3bdf-474e-9049-586b55d0f2d5,8/1/2023,16:42:30,172.17.10.33,16,6,1690908150,Boulder,events,8021x_eap_success,'1','4','2a:22:aa:4f:f1:62','0.0.0.0',,drew.beyer,'526261101'
3b83b404-78b1-417b-a007-98a619de5a8f,8/1/2023,17:10:31,172.17.30.40,16,6,1690909831,Basalt,events,8021x_eap_success,'1','0','1c:57:dc:66:1b:d0','0.0.0.0',,sschanfarber,'243837411'
f06ed00f-9864-48b7-a5fb-dd0b23f3ab1f,8/1/2023,17:12:13,172.17.30.38,16,6,1690909933,Basalt,events,8021x_eap_success,'1','0','b2:79:59:53:67:2f','0.0.0.0',,gwohl,'1740239887'
4319f560-25a8-4f0d-aa64-a606ca2d3aa4,8/1/2023,17:49:27,172.17.10.34,16,6,1690912146,Boulder,events,8021x_eap_success,'1','4','a8:8f:d9:48:09:a5','0.0.0.0',,dangel,'115622783'
2d141dc2-f2fa-4d83-81fd-771c9d86702f,8/1/2023,18:30:30,172.17.10.30,16,6,1690914631,Boulder,events,8021x_eap_success,'1','4','48:89:e7:fe:4e:b7','0.0.0.0',,jrea,'1578496380'
cc7b4b02-b410-47b1-bd0b-07505114c8b5,8/1/2023,18:43:08,172.17.30.35,16,6,1690915389,Basalt,events,8021x_eap_success,'1','0','68:54:5a:42:73:36','0.0.0.0',,lmartin,'1531369164'
8444212f-2d0b-49fa-ac47-ca8081bf8ce5,8/1/2023,18:47:14,172.17.10.31,16,6,1690915634,Boulder,events,8021x_eap_success,'1','4','3c:06:30:41:0e:cd','0.0.0.0',,codom,'247422454'
7e4e6bc5-f99e-459d-b0d4-ae9577323b97,8/2/2023,0:19:38,172.17.10.37,16,6,1690935578,Boulder,events,8021x_eap_success,'1','4','1c:c1:0c:55:93:a8','0.0.0.0',,rshea,'1472472031'
2bac9da1-f578-4c0e-854e-acf31a7a9419,8/2/2023,1:34:19,172.17.30.34,16,6,1690940059,Basalt,events,8021x_eap_success,'1','0','3c:22:fb:16:3a:12','172.16.30.210',,aldine.francois,'340312624'
7f504f9a-441a-40cf-8bf5-e6df3c0627ab,8/2/2023,1:46:49,172.17.30.40,16,6,1690940809,Basalt,events,8021x_eap_success,'1','0','18:cc:18:78:97:36','0.0.0.0',,kbrehm,'214482333'
fc7cb856-1c35-47c3-837f-63a376d1358b,8/2/2023,11:29:34,172.17.70.30,16,6,1690975774,Washington D.C.,events,8021x_eap_success,'1','3','7e:3a:13:43:92:81','0.0.0.0',,ekornbluh,'2127586016'
ce2c6d6b-74e1-47e9-b664-97d67bfce1a6,8/2/2023,11:31:01,172.17.70.32,16,6,1690975861,Washington D.C.,events,8021x_eap_success,'1','3','0c:9a:3c:8f:e0:2b',,,bohanlon,'602893227'
e872c5dc-438d-4cdc-afbe-359e6dee1675,8/2/2023,12:09:10,172.17.70.32,16,6,1690978150,Washington D.C.,events,8021x_eap_success,'1','3','fa:95:7c:b5:a8:11',,,jrosas,'745702729'
3c94acb5-5c99-41ab-82ff-52d1e4f82da2,8/2/2023,12:17:38,172.17.60.33,16,6,1690978659,New York City,events,8021x_eap_success,'1','3','aa:1b:d7:94:00:9a',,,mrabbani,'309060385'
89534d12-cf7a-42a4-8ee7-5efde0c49a4d,8/2/2023,12:20:48,172.17.70.32,16,6,1690978848,Washington D.C.,events,8021x_eap_success,'1','3','a0:29:42:b0:75:6b',,,tyler.fitch,'2057167885'
0b62c810-dabf-4c5c-b628-b0898ebf7ac4,8/2/2023,12:25:32,172.17.70.31,16,6,1690979132,Washington D.C.,events,8021x_eap_success,'1','3','da:1f:cd:52:6e:d0','0.0.0.0',,slamonaca,'1696824055'
e31308ec-9a16-444b-aa98-8edd409a2a86,8/2/2023,12:27:05,172.17.70.32,16,6,1690979226,Washington D.C.,events,8021x_eap_success,'1','3','8c:1d:96:ff:6c:66',,,abrickman,'1904174712'
3ebe193c-af4f-4dd3-9b2c-0e0cccd3fd17,8/2/2023,12:29:56,172.17.30.32,16,6,1690979396,Basalt,events,8021x_eap_success,'1','0','fc:e2:6c:0c:7d:11','0.0.0.0',,eyoung,'713923'
a2eabf2e-548b-4dca-b8ce-14461252f5f9,8/2/2023,12:34:11,172.17.60.30,16,6,1690979652,New York City,events,8021x_eap_success,'1','3','50:ed:3c:49:ef:a9',,,azetkulic,'80769816'
ed9076ad-c0df-42e1-82e4-5b27f0835748,8/2/2023,12:40:00,172.17.70.33,16,6,1690980001,Washington D.C.,events,8021x_eap_success,'1','3','a8:7e:ea:64:dd:f9',,,rkahsar,'1796581267'
33b0e62b-96c8-4dc6-a042-25a00cf6c992,8/2/2023,12:42:02,172.17.60.30,16,6,1690980122,New York City,events,8021x_eap_success,'1','3','38:87:d5:0b:3b:64',,,jfallurin,'616844306'
28018a75-35f2-4d94-83ae-9af44e2688b0,8/2/2023,12:47:46,172.17.70.32,16,6,1690980466,Washington D.C.,events,8021x_eap_success,'1','3','3c:06:30:1e:79:52',,,nhalterman,'1154241363'
6ff37782-d96d-4d7e-897f-da5b833fe43f,8/2/2023,12:55:28,172.17.70.32,16,6,1690980928,Washington D.C.,events,8021x_eap_success,'1','3','b0:be:83:7f:0d:38',,,jfonteles,'641925525'
37408805-46a5-44ec-9b25-22404400c3b5,8/2/2023,12:58:33,172.17.60.32,16,6,1690981114,New York City,events,8021x_eap_success,'1','3','84:14:4d:8a:89:7d',,,sbhat,'608838047'
370e9264-c0ff-4eec-add2-085a4cc4120c,8/2/2023,13:01:43,172.17.70.30,16,6,1690981303,Washington D.C.,events,8021x_eap_success,'1','3','a0:78:17:85:61:55','0.0.0.0',,agona,'1228960421'
b2e2ab23-a427-41a9-8761-9ebe1298cc57,8/2/2023,13:01:58,172.17.70.32,16,6,1690981318,Washington D.C.,events,8021x_eap_success,'1','3','a0:29:42:af:5a:dc',,,pilar.carvajolucena,'185452821'
6d645920-1480-408f-9d4d-d3d227a26342,8/2/2023,13:06:03,172.17.70.30,16,6,1690981563,Washington D.C.,events,8021x_eap_success,'1','3','a0:29:42:af:b9:91','0.0.0.0',,emarchan,'602080574'
fe11307b-fbad-46be-805d-3885fb72e108,8/2/2023,13:09:20,172.17.70.32,16,6,1690981761,Washington D.C.,events,8021x_eap_success,'1','3','58:6c:25:4b:5f:82',,,apiper,'2032554345'
9259f9fb-a87c-4bbc-b86d-72692f56bf9f,8/2/2023,13:12:48,172.17.70.33,16,6,1690981968,Washington D.C.,events,8021x_eap_success,'1','3','84:14:4d:8a:c0:dc',,,egarland,'901574099'
4ed617cc-96c5-4d14-a926-57d7155eafa8,8/2/2023,13:27:48,172.17.70.33,16,6,1690982869,Washington D.C.,events,8021x_eap_success,'1','3','fc:e2:6c:0b:52:ab',,,clingham,'2002627690'
5ba4412d-4a6a-46e1-91ce-39270dba298e,8/2/2023,13:32:11,172.17.10.41,16,6,1690983131,Boulder,events,8021x_eap_success,'1','4','80:45:dd:35:48:14','0.0.0.0',,jkubancik,'597638433'
cdc47214-8ba2-4ecb-ba85-fef7b06315ba,8/2/2023,13:32:25,172.17.80.12,16,6,1690983145,Oakland,events,8021x_eap_success,'1','2','ea:ff:aa:46:d1:79',,,jamie.holmstrom,'972709554'
6c7f068f-f19f-4d8a-9d59-0551dad09d4e,8/2/2023,13:34:48,172.17.60.30,16,6,1690983288,New York City,events,8021x_eap_success,'1','3','7e:7b:e4:5c:47:6f',,,daan.walter,'844716565'
7b1f82fb-f6b8-4ef2-98eb-98a4f0aeb207,8/2/2023,13:34:48,172.17.60.30,16,6,1690983289,New York City,events,8021x_eap_success,'1','3','b6:e0:9b:f3:60:4b',,,njanzow,'1343383875'
86838c4b-739b-49aa-8f5d-b3517d97857d,8/2/2023,13:35:31,172.17.60.32,16,6,1690983332,New York City,events,8021x_eap_success,'1','3','80:65:7c:e1:6e:0f',,,jchiu,'662995753'
a7063f2a-1d67-4860-854e-a54ac7bb2eac,8/2/2023,13:40:02,172.17.10.38,16,6,1690983603,Boulder,events,8021x_eap_success,'1','4','58:6c:25:4b:6d:65',,,jparsons,'1133052270'
862e7eb3-aa36-4eb0-a031-4355d4dbf619,8/2/2023,13:43:25,172.17.10.38,16,6,1690983805,Boulder,events,8021x_eap_success,'1','4','5c:e4:2a:c2:b3:84',,,cbrown,'205761058'
55d2865c-6d3b-4571-9bc9-92c16c86e0be,8/2/2023,13:45:10,172.17.10.39,16,6,1690983911,Boulder,events,8021x_eap_success,'1','4','28:df:eb:b7:92:ce',,,nyavorsky,'47372792'
1ed504e7-65f4-471f-8f51-097fca8558d9,8/2/2023,13:49:20,172.17.30.36,16,6,1690984161,Basalt,events,8021x_eap_success,'1','0','38:87:d5:0c:63:cc','0.0.0.0',,rlaemel,'1793180670'
58c066f7-5ada-4533-92dd-484a7abc21b1,8/2/2023,13:57:57,172.17.60.33,16,6,1690984677,New York City,events,8021x_eap_success,'1','3','fc:e2:6c:0c:d8:23',,,akahn,'903749615'
0637909a-3b4b-4e1c-8fea-04c1b2ffb227,8/2/2023,14:00:37,172.17.10.41,16,6,1690984838,Boulder,events,8021x_eap_success,'1','4','a0:78:17:83:76:f8','0.0.0.0',,sflandrick,'374638892'
